No.	rev_datemodified	locale	file_name	h1	product	ssi_header	globalfooter	header	author2	author3	keywords	columntype	pod	topiccenter	rev_datecreated	article_title	area	fullwidth	commentWidget	page_total	page_number	editor	products	commentRating	columns	fma	head	printLayout	description	shorttitle	promo	robots	ROBOTS	breadcrumb	flashdetection	MMlocale	devCtrNav	datemodified	identity	lang	topic	globalnav	level	url	ssi_syntax	dropdown,pod,tab,tree,map	author	modules	datecreated	devCtrAccordion	user_level	blurb	contentarea	Keywords	title	page	
538	8 March 2010	en_us	flashbuilder4_network_monitor		Flash Builder 4						Flash Builder 4, Flex 4, Network Monitor, RPC, HTTPService, WebService, RemoteObject	novalue		novalue	14 Dec 2009	Tracing network traffic with the Network Monitor in Flash Builder 4 			true	3	1	Jack Wilber		true	1		devnet	false	 Learn how to debug network traffic between a Flex application and an application server at runtime. 	 Tracing network traffic with the Network Monitor in Flash Builder 4		noodp					true	14 December 2009		en-us			All	www.adobe.com/devnet/flex/articles/flashbuilder4_network_monitor.html		accordion,dropdown	David Gassner		14 Dec 2009	true	0	Learn how to debug network traffic between a Flex application and an application server at runtime.	Adobe Developer Connection		Tracing network traffic with the Network Monitor in Flash Builder 4  | Adobe Developer Connection	main	
539	22 March 2010	en_us	flashbuilder4_pixelbender		Flex						Pixel Bender, multi-threaded, calculations, kernel, shader, filter, number crunching, Flash Builder	article		novalue	14 September 2009	Using Pixel Bender with Flash Builder 4 as a number crunching engine			true	6	1	Jack Wilber	Flex	true	1		devnet	false	Learn how to build a real-life number crunching application with Pixel Bender.	Using Pixel Bender with Flash Builder 4 as a number crunching engine		noodp					true	14 September 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flashbuilder4_pixelbender.html		accordion,dropdown	Elad Elrom		14 September 2009	true	3	Learn how to build a real-life number crunching application with Pixel Bender.	Adobe Developer Connection		Using Pixel Bender with Flash Builder 4 as a number crunching engine | Adobe Developer Connection	main	
540	8 March 2010	en_us	flashbuilder4_productivity		Flash Builder						Flash Builder, Flex, Flash, ActionScript, MXML, Productivity, IDE	article		novalue	26 October 2009	Developer productivity improvements in Flash Builder 4			true	5	1	Jack Wilber	Flash Builder	true	1		devnet	false	Find out how Flash Builder 4 can help accelerate daily development activities.	Developer productivity improvements in Flash Builder 4		noodp					true	26 October 2009		en-us			All	www.adobe.com/devnet/flex/articles/flashbuilder4_productivity.html		accordion,dropdown	Jason San Jose		26 October 2009	true	0	Find out how Flash Builder 4 can help accelerate daily development activities.	Adobe Developer Connection		Developer productivity improvements in Flash Builder 4 | Adobe Developer Connection	main	
541	16 November 2009	en_us	flashbuilder4_refactoring	Refactoring Flex 4 applications	Flex						 Flex 4, refactoring, Flash Builder 4	article		novalue	16 November 2009	Refactoring Flex 4 applications			true	7	1			true	1		devnet	false	Learn how to refactor a simple Flex 4 drawing application with Flash Builder 4.	Refactoring Flex 4 applications		noodp					true	16 November 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flashbuilder4_refactoring.html		accordion,dropdown	Jeanette Stallons		16 November 2009	true	3	 Learn how to refactor a simple Flex 4 drawing application with Flash Builder 4.	Adobe Developer Connection		Refactoring Flex 4 applications | Adobe Developer Connection	main	
542	22 March 2010	en_us	flashbuilder4_skin_parts		Flash Builder						Flex 4, Gumbo, skinning, Spark, component, MXML, FXG, skin parts 	novalue		novalue	11 January 2010	Defining and using new skin parts in a Spark skin			true	5	1	Jack Wilber	Flash Builder	true	1		devnet	false	Learn how to build a skin to change the look and feel of Flex components using the new Spark framework that contains other children, such as buttons and labels. 	Defining and using new skin parts in a Spark skin		noodp					true	11 January 2010		en-us			All	www.adobe.com/devnet/flex/articles/flashbuilder4_skin_parts.html		accordion,dropdown	Drew Falkman		11 January 2010	true	0	Use the Spark framework to add child components to a skin.	Adobe Developer Connection		Defining and using new skin parts in a Spark skin | Adobe Developer Connection	main	
544	22 March 2010	en_us	flashbuilder4_webservices_dcd		Flash Builder						Flash Builder, Web services, Data Centric Development, Flex, RAD	article		novalue	21 December 2009	Using web services with Data Centric Development in Flash Builder 4			true	1	1	Jack Wilber	Flash Builder	true	1		devnet	false	Build a simple web service-based photo display application in Flash Builder 4 beta.	Using Web Services with Data Centric Development in Flash Builder 4		noodp					true	21 December 2009		en-us			Beginner	www.adobe.com/devnet/flex/articles/flashbuilder4_webservices_dcd.html		accordion,dropdown	Srinivas Annam		21 December 2009	true	1	Build a simple web service-based photo display application in Flash Builder 4.	Adobe Developer Connection		Using web services with Data Centric Development in Flash Builder 4 | Adobe Developer Connection	main	
545	8 March 2010	en_us	flashbuilder4_whatsnew		Flex						Flash Builder 4, new features	article		novalue	1 June 2009	What\'s new in Flash Builder 4			true	1	1	Matt Lusher	Flex	true	1		devnet	false	Learn about the three main feature themes in this release.	What\'s new in Flash Builder 4		noodp					true	8 March 2010		en-us			All	www.adobe.com/devnet/flex/articles/flashbuilder4_whatsnew.html		accordion,dropdown	Andrew Shorten		1 June 2009	true	0	Learn about the three main feature themes in this release.	Adobe Developer Connection		What\'s new in Flash Builder 4 | Adobe Developer Connection	main	
546	15 October 2007	en_us	flex_air_salesforce		Flex, AIR						Flex, AIR, Apex, salesforce, salesforce.com	article		novalue	15 October 2007	Building a standalone Adobe AIR application on salesforce.com with Flex 3	devnet		true	1	1	Jack Wilber; Hong Qiu	Adobe AIR, Flex	true	1		flex	false		 Building a standalone AIR application on salesforce.com with Flex 3		noodp					true	15 October 2007		en-us			beginner	www.adobe.com/devnet/flex/articles/flex_air_salesforce.html		dropdown	James Ward		15 October 2007	true	4	 Learn how to build a simple desktop AIR-based application that uses the Apex platform to access the salesforce.com infrastructure.	Adobe Developer Connection		Building a standalone Adobe AIR application on salesforce.com with Flex 3 | Adobe Developer Connection	main	
547	23 November 2009	en_us	flex_amazon		Flex						 Amazon, Flexible Payments, Flex, AIR, FPS	novalue		novalue	22 March 2010	Integrating Amazon Flexible Payment Service with Flex and Adobe AIR			true	3	1	Jack Wilber		true	1		devnet	false	 Perform secure transactions with Amazon FPS from a Flex or AIR application. 	 Integrating Amazon Flexible Payment Service with Flex and Adobe AIR		noodp					true	23 November 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_amazon.html		accordion,dropdown	Miti Pricope		22 March 2010	true	3	 Perform secure transactions with Amazon FPS from a Flex or AIR application. 	Adobe Developer Connection		Integrating Amazon Flexible Payment Service with Flex and Adobe AIR | Adobe Developer Connection	main	
548	6 January 2009	en_us	flex_audio_video		Flex						Flex, components, audio, video	article		novalue	6 January 2009	Flex 3 Component Solutions excerpt: Audio and video components			true	1	1	Hong Qiu	Flex	true	1		devnet	false	Put fully featured audio and video players in your Flex application.	Flex 3 Component Solutions excerpt: Audio and video components		noodp					true	6 January 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_audio_video.html		accordion,dropdown	Jack Herrington		6 January 2009	true	3	Put fully featured audio and video players in your Flex application.	Adobe Developer Connection		Flex 3 Component Solutions excerpt: Audio and video components | Adobe Developer Connection	main	
549	27 April 2009	en_us	flex_aws		Flex							article		novalue	27 April 2009	Creating desktop applications for the cloud with Adobe Flex, AIR, and Amazon S3			true	3	1		Flex	true	1		devnet	false	Employ the Amazon Simple Storage Service in place of a multi-tiered server infrastructure.	Creating desktop applications for the cloud with Adobe Flex, AIR, and Amazon S3		noodp					true	27 April 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_aws.html		accordion,dropdown	Dan Orlando		27 April 2009	true	3	Employ the Amazon Simple Storage Service in place of a multi-tiered server infrastructure.	Adobe Developer Connection		Creating desktop applications for the cloud with Adobe Flex, AIR, and Amazon S3 | Adobe Developer Connection	main	
550	19 July 2010	en_us	flex_certification.html		flex						training, certification, exam, ACE, expert, certified	article		novalue	19 July 2010	Flex 4 ACE Exam	devnet		true	1	1	Hong Qiu	Flex	true	1		flex	false		Flex 4 ACE Exam		noodp					true	19 July 2010		en-us			all	www.adobe.com/devnet/flex/articles/flex_certification.html		dropdown,pod	Adobe		19 July 2010	true	-1	This certification can help set you apart from other IT professionals and demonstrate your skills and knowledge with Flex.	Adobe Developer Connection		Flex 4 ACE Exam | Adobe Developer Connection	main	
551	8 June 2009	en_us	flex_datamap		Flex						DataMap, Flex, Yahoo! Maps, free form drawing on map, data-driven map	article		novalue	8 June 2009	Building data-driven map applications using the Flex DataMap control			true	1	1	Jack Wilber	Flex	true	1		devnet	false	Create a Flex application using the Yahoo! Maps component and data-driven techniques.	Building data-driven map applications using the Flex DataMap control		noodp					true	8 June 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_datamap.html		accordion,dropdown	Anirudh Sasikumar		8 June 2009	true	3	Create a Flex application using the Yahoo! Maps component and data-driven techniques.	Adobe Developer Connection		Building data-driven map applications using the Flex DataMap control | Adobe Developer Connection	main	
552	22 September 2008	en_us	flex_effects		Flex						Flex Builder, effects, states, animate	article		novalue	22 September 2008	Using Flex effects to animate changes in application state			true	1	1	Hong Qiu	Flex	true	1		devnet	false		Using Flex effects to animate changes in application state		noodp					true	22 September 2008		en-us			intermediate	www.adobe.com/devnet/flex/articles/flex_effects.html		accordion,dropdown	Chet Haase		22 September 2008	true	-1	See how the SlideSorter application can smoothly transition between states that are dynamically determined at runtime.	Adobe Developer Connection		Using Flex effects to animate changes in application state | Adobe Developer Connection	main	
553	27 July 2009	en_us	flex_enterprise_security		Flex				Jon Rose		Chimp, Flex, enterprise, security, Spring BlazeDS Integration, authorization, authentication, access control	article		novalue	27 July 2009	Enterprise security for Flex			true	3	1	Jack Wilber	Flex	true	1		devnet	false	Secure Flex applications with the Flexible Chimp project and Spring BlazeDS Integration project.	Enterprise security for Flex		noodp					true	27 July 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_enterprise_security.html		accordion,dropdown	Ryan Knight		27 July 2009	true	3	Secure Flex applications with the Flexible Chimp project and Spring BlazeDS Integration project.	Adobe Developer Connection		Enterprise security for Flex | Adobe Developer Connection	main	
554	19 May 2008	en_us	flex_epg		Flex						EPG; Flex; Oracle; Embedded PL/SQL XML	article		novalue	19 May 2008	Using Oracle EPG to provide XML services for Flex applications	devnet		true	1	1	Jack Wilber	Flex	true	1		flex	false		Using Oracle EPG to provide XML services for Adobe Flex applications		noodp					true	19 May 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_epg.html		accordion,dropdown	Mauricio Pacheco		19 May 2008	true	3	Learn how to use the Embedded PL/SQL Gateway framework to create your Flex apps.	Adobe Developer Connection		Using Oracle EPG to provide XML services for Flex applications | Adobe Developer Connection	main	
555	29 September 2008	en_us	flex_fireworks		Flex, Fireworks				Greg Goralski		Flex, Fireworks	article		novalue	29 September 2008	Foundation Flex for Designers excerpt: Flex and Fireworks 			true	1	1	Hong Qiu	Flex, Fireworks	true	1		devnet	false		 Foundation Flex for Designers excerpt: Flex and Fireworks 		noodp					true	29 September 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_fireworks.html		accordion,dropdown	LordAlex Leon		29 September 2008	true	-1	Use Fireworks to build the layout of a Flex application.	Adobe Developer Connection		Foundation Flex for Designers excerpt: Flex and Fireworks  | Adobe Developer Connection	main	
556	9 June 2008	en_us	flex_flash		Flash				LordAlex Leon		Flex	article		novalue	9 June 2008	Foundation Flex for Designers excerpt: Flex Builder and Flash 	devnet		true	1	1	Hong Qiu	Flex, Flash	true	1		flex	false		Foundation Flex for Designers excerpt: Flex Builder and Flash 		noodp					true	9 June 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_flash.html		accordion,dropdown	Greg Goralski		9 June 2008	true	3	Learn about the three major ways to integrate Flex and Flash.	Adobe Developer Connection		Foundation Flex for Designers excerpt: Flex Builder and Flash  | Adobe Developer Connection	main	
557	12 November 2007	en_us	flex_flash_workflow		Flex						Flex, Flash, workflow	article		novalue	12 November 2007	Innovating the Flash CS3 and Flex 3 workflow	devnet		true	1	1	Hong Qiu	Flash, Flex	true	1		flex	false		Innovating the Flash CS3 and Flex 3 workflow		noodp					true	12 November 2007		en-us			intermediate	www.adobe.com/devnet/flex/articles/flex_flash_workflow.html		dropdown	Samuel Asher Rivello		12 November 2007	true	3	Learn to use Flash and Flex side by side to maximize your productivity for Flash application development.	Adobe Developer Connection		Innovating the Flash CS3 and Flex 3 workflow | Adobe Developer Connection	main	
558	9 February 2009	en_us	flex_framework		Flex						Flex, Cairngorm, Mate, PureMVC, Swiz, framework, choosing	article		novalue	9 February 2009	Choosing a Flex framework			true	2	1	Hong Qiu	Flex	true	1		devnet	false	Get a summary of the most popular frameworks currently available for Flex and make your choice.	Choosing a Flex framework		noodp					true	9 February 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_framework.html		accordion,dropdown	Jeremy Wischusen		9 February 2009	true	3	Get a summary of the most popular frameworks currently available for Flex and make your choice.	Adobe Developer Connection		Choosing a Flex framework | Adobe Developer Connection	main	
559	4 August 2008	en_us	flex_grails		Flex						Flex, Grails, Java, Ant, Groovy, RESTful, MySql	article		novalue	4 August 2008	Integrating a simple Flex search application with Grails	devnet		true	1	1	Jack Wilber	Flex	true	1		flex	false		Integrating a simple Flex search application with Grails		noodp					true	4 August 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_grails.html		accordion,dropdown	Bill Bejeck		4 August 2008	true	3	Use Grails to connect a Flex application with a Java server application.	Adobe Developer Connection		Integrating a simple Flex search application with Grails | Adobe Developer Connection	main	
560	27 October 2008	en_us	flex_hibernate		BlazeDS						Flex, BlazeDS, Hibernate, JPA, MySQL, Tomcat	article		novalue	27 October 2008	Adobe Flex, BlazeDS, and Hibernate JPA on Tomcat and MySQL \xe2\x80\x94 Part 1: Putting it all together in a simple demo application			true	5	1	Jack Wilber	Flex Builder, BlazeDS	true	1		devnet	false		Adobe Flex, BlazeDS, and Hibernate JPA on Tomcat and MySQL \xe2\x80\x94 Part 1: Putting it all together in a simple demo application		noodp					true	27 October 2008		en-us			Beginner	www.adobe.com/devnet/flex/articles/flex_hibernate.html		accordion,dropdown	Maik Schumacher		27 October 2008	true	1	Build a simple Flex application that accesses a relational database.	Adobe Developer Connection		Adobe Flex, BlazeDS, and Hibernate JPA on Tomcat and MySQL \xe2\x80\x94 Part 1: Putting it all together in a simple demo application | Adobe Developer Connection	main	
561	4 May 2009	en_us	flex_kiosk		Flex						Flex, kiosk, touchscreen, hardware	article		novalue	4 May 2009	Building a kiosk using Flex			true	10	1	Jack Wilber	Flex	true	1		devnet	false	Create a simple touchscreen Flex application.	Building a kiosk using Flex		noodp					true	4 May 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_kiosk.html		accordion,dropdown	Kevin Fauth		4 May 2009	true	3	Create a simple touchscreen Flex application.	Adobe Developer Connection		Building a kiosk using Flex | Adobe Developer Connection	main	
562	19 June 2008	en_us	flex_messaging		Flex						Flex Builder, messaging service	article		novalue	19 June 2008	Get up to speed on Flex messaging service	devnet		true	1	1	Hong Qiu	Flex	true	1		flex	false		Get up to speed on Flex messaging service		noodp					true	19 June 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_messaging.html		accordion,dropdown	James Ward		19 June 2008	true	3	Learn how to build a simple chat app with the Flex messaging service.	Adobe Developer Connection		Get up to speed on Flex messaging service | Adobe Developer Connection	main	
563	22 March 2010	en_us	flex_paypal		Flex						PayPal, Flex, AIR, Express Checkout	article		novalue	19 October 2009	Integrating PayPal Express Checkout with Flex and Adobe AIR			true	3	1	Jack Wilber	Flex	true	1		devnet	false	Perform secure transactions with PayPal Express Checkout from a Flex or AIR application.	Integrating PayPal Express Checkout with Flex and Adobe AIR		noodp					true	19 October 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_paypal.html		accordion,dropdown	Miti Pricope		19 October 2009	true	3	Perform secure transactions with PayPal Express Checkout from a Flex or AIR application.	Adobe Developer Connection		Integrating PayPal Express Checkout with Flex and Adobe AIR | Adobe Developer Connection	main	
564	31 August 2009	en_us	flex_performance	Enterprise Development with Flex book excerpt: Performance improvements	Flex				Anatole Tartakovsky	Victor Rasputnis	Flex,  enterprise, performance	article		novalue	31 August 2009	Enterprise Development with Flex book excerpt: Performance improvements			true	1	1	Hong Qiu	Flex	true	1		devnet	false	Use small Flash modules, link application libraries, and runtime shared libraries to improve the performance of your application.	Enterprise Development with Flex book excerpt: Performance improvements		noodp					true	31 August 2009		en-us			Advanced	www.adobe.com/devnet/flex/articles/flex_performance.html		accordion,dropdown	Yakov Fain et al		31 August 2009	true	5	Improve the performance of your Flex apps by using small Flash modules, application libraries, and runtime shared libraries.	Adobe Developer Connection		Enterprise Development with Flex book excerpt: Performance improvements | Adobe Developer Connection	main	
565	7 July 2008	en_us	flex_photoshop_illustrator		Illustrator				LordAlex Leon		Flex, Photoshop, Illustrator 	article		novalue	7 July 2008	Foundation Flex for Designers excerpt: Flex with Photoshop and Illustrator	devnet		true	1	1	Hong Qiu	Flex, Photoshop, Illustrator	true	1		flex	false		Foundation Flex for Designers excerpt: Flex with Photoshop and Illustrator		noodp					true	7 July 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_photoshop_illustrator.html		accordion,dropdown	Greg Goralski		7 July 2008	true	3	Learn how to build skins in Photoshop and skin Flex components in Illustrator using SWF files.	Adobe Developer Connection		Foundation Flex for Designers excerpt: Flex with Photoshop and Illustrator | Adobe Developer Connection	main	
566	22 March 2010	en_us	flex_php		Flex						 Flex, PHP, debug, Zend AMF, remote object, Eclipse	article		novalue	15 September 2008	Working with Flex and PHP in Eclipse	devnet		true	5	1	Jack Wilber	Flex	true	1		Flex	false		Working with Flex and PHP in Eclipse		noodp					true	15 September 2008		en-us			intermediate	www.adobe.com/devnet/flex/articles/flex_php.html		accordion,dropdown	Mihai Corlan		15 September 2008	true	-1	Set up Eclipse for combined Flex and PHP projects and reap the benefit of coding in both languages. 	Adobe Developer Connection		Working with Flex and PHP in Eclipse | Adobe Developer Connection	main	
567	12 June 2008	en_us	flex_remoting		Flex						Flex Builder, remoting	article		novalue	12 June 2008	Learn the advanced features of remoting with Flex	devnet		true	1	1	Hong Qiu	Flex	true	1		flex	false		Learn the advanced features of remoting with Flex		noodp					true	12 June 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_remoting.html		accordion,dropdown	Kevin Hoyt		12 June 2008	true	3	Learn about remoting with Adobe Flex, with a focus on sending data.	Adobe Developer Connection		Learn the advanced features of remoting with Flex | Adobe Developer Connection	main	
568	26 May 2009	en_us	flex_reusability		Flex						Flex, resuability	article		novalue	26 May 2009	Flex 3 in Action book excerpt:  Advanced reusability in Flex			true	1	1	Hong Qiu	Flex	true	1		devnet	false	Get an overview of some of the advanced reusability features in Flex.	Flex 3 in Action book excerpt:  Advanced reusability in Flex		noodp					true	26 May 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_reusability.html		accordion,dropdown	Tariq Ahmed et al		26 May 2009	true	3	Get an overview of some of the advanced reusability features in Flex.	Adobe Developer Connection		Flex 3 in Action book excerpt:  Advanced reusability in Flex | Adobe Developer Connection	main	
569	8 September 2008	en_us	flex_seam		Flex						Flex, Seam, Flamingo, JBoss, validation	article		novalue	8 September 2008	Integrating Flex with Seam using Flamingo	devnet		true	1	1	Jack Wilber	Flex	true	1		flex	false		Integrating Flex with Seam using Flamingo		noodp					true	8 September 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_seam.html		accordion,dropdown	Igor Polevoy		8 September 2008	true	3	Access server-side data from Flex via Flamingo and JBoss Seam.	Adobe Developer Connection		Integrating Flex with Seam using Flamingo | Adobe Developer Connection	main	
570	6 October 2008 	en_us	flex_security		Flex, BlazeDS						Flex, BlazeDS, Spring, security authentication, authorization	article		novalue	6 October 2008 	Integrating Flex, BlazeDS, and Spring security			true	5	1	Jack Wilber	Flex	true	1		devnet	false		 Integrating Flex, BlazeDS, and Spring security		noodp					true	6 October 2008		en-us			intermediate	www.adobe.com/devnet/flex/articles/flex_security.html		accordion,dropdown	Jettro Coenradie		6 October 2008	true	3	Build secure Flex clients with BlazeDS and the Spring framework.	Adobe Developer Connection		Integrating Flex, BlazeDS, and Spring security | Adobe Developer Connection	main	
571	20 October 2008	en_us	flex_struts		Flex						Flex, Struts, FxStruts	article		novalue	20 October 2008	Bridging the gap between Flex and Struts using FxStruts			true	5	1	Jack Wilber	Flex	true	1		devnet	false		Bridging the gap between Flex and Struts using FxStruts		noodp					true	20 October 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_struts.html		accordion,dropdown	Anirudh Sasikumar		20 October 2008	true	3	Use FxStruts to link a Flex front end with a Struts back end.	Adobe Developer Connection		Bridging the gap between Flex and Struts using FxStruts | Adobe Developer Connection	main	
572	15 September 2008	en_us	flex_styles		Flex						Flex Builder, styles	article		novalue	15 September 2008	Using Flex styles	devnet		true	1	1	Hong Qiu	Flex	true	1		flex	false		Using Flex styles		noodp					true	15 September 2008		en-us			intermediate	www.adobe.com/devnet/flex/articles/flex_styles.html		accordion,dropdown	Kevin Hoyt		15 September 2008	true	3	Learn how to use Flex styles to customize the default look and feel of your Flex applications.	Adobe Developer Connection		Using Flex styles | Adobe Developer Connection	main	
573	14 October 2008	en_us	flex_swc		Flex						Flex Builder; SWC files	article		novalue	14 October 2008	Creating SWC files with Flex			true	1	1	Hong Qiu	Flex	true	1		devnet	false		Creating SWC files with Flex		noodp					true	14 October 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_swc.html		accordion,dropdown	Ryan Frishberg		14 October 2008	true	3	Build a SWC file and use it to pull WSDL files from a third-party API.	Adobe Developer Connection		Creating SWC files with Flex | Adobe Developer Connection	main	
574	14 July 2008	en_us	flex_ws		Flex						Flex Builder, web service, SOAP, Web Service Introspection 	article		novalue	14 July 2008	Building web service clients with Flex Builder 3	devnet		true	1	1	Jack Wilber	Flex	true	1		flex	false		Building web service clients with Flex Builder 3		noodp					true	14 July 2008		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex_ws.html		accordion,dropdown	Zee Yang		14 July 2008	true	3	Use the new Web Service Introspection wizard to develop SOAP clients in Flex. 	Adobe Developer Connection		Building web service clients with Flex Builder 3 | Adobe Developer Connection	main	
575	10 November 2008	en_us	flex3_cookbook		Flex				Todd Anderson		Flex 3, images, videos, sounds, unit testing, FlexUnit, compiling, debugging	article		novalue	10 November 2008	Flex 3 Cookbook excerpts: Images, bitmaps, videos, sounds; unit testing with FlexUnit; compiling and debugging			true	1	1	Hong Qiu	Flex	true	1		devnet	false		Flex 3 Cookbook excerpts: Images, bitmaps, videos, sounds; unit testing with FlexUnit; compiling and debugging		noodp					true	10 November 2008		en-us			Beginner	www.adobe.com/devnet/flex/articles/flex3_cookbook.html		accordion,dropdown	Joshua Noble		10 November 2008	true	1	Learn about the tools for dealing with images, sound, compiling, and debugging as well as the concept of the FlexUnit Framework.	Adobe Developer Connection		Flex 3 Cookbook excerpts: Images, bitmaps, videos, sounds; unit testing with FlexUnit; compiling and debugging | Adobe Developer Connection	main	
576	13 December 2007	en_us	flex3_whatsnew		flex						beta, Flex 3, new, bugbase, open source	article		novalue	11 June 2007	What\'s new in Flex 3	devnet		true	1	1	Amy Wong	Flex	true	1		flex	false		What\'s new in Flex 3 Beta 2		noodp					true	30 September 2007		en-us			all	www.adobe.com/devnet/flex/articles/flex3_whatsnew.html		dropdown,pod	Matt Chotin		11 June 2007	true	-1	Get the public beta and check out new features for designer/developer workflows and working with data, Adobe AIR integration, and open-source initiatives.  	Adobe Developer Connection		What\'s new in Flex 3 | Adobe Developer Connection	main	
577	4 October 2009	en_us	flex3and4_differences		Flex 4						Flex 3, Migration, Flex 4, Gumbo, beta, Namespaces, States, Effects, Architecture	article		novalue	1 June 2009	Differences between Flex 3 and Flex 4			true	7	1	Jack Wilber	Flex 4	true	1		devnet	false	Learn about the differences in architecture, components, layouts, use of states, and effects.	Differences between Flex 3 and Flex 4 beta (updated for Beta 2)		noodp					true	1 June 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex3and4_differences.html		accordion,dropdown	Joan Lafferty		1 June 2009	true	3	Learn about the differences in architecture, components, layouts, use of states, and effects.	Adobe Developer Connection		Differences between Flex 3 and Flex 4 | Adobe Developer Connection	main	
578	22 March 2010	en_us	flex4_formatting_data		Flex						Flex, Flex 4, formatting, formatter, data	article		novalue	15 February 2010	Flex 4 in Action book excerpt: Formatting data			true	1	1	Hong Qiu	Flex	true	1		devnet	false	Learn how to format raw data with the built-in formatters in Flex 4.	Flex 4 in Action book excerpt: Formatting data		noodp					true	15 February 2010		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex4_formatting_data.html		accordion,dropdown	Tariq Ahmed et al		15 February 2010	true	3	Learn how to format raw data with the built-in formatters in Flex 4.	Adobe Developer Connection		Flex 4 in Action book excerpt: Formatting data | Adobe Developer Connection	main	
579	22 March 2010	en_us	flex4_graphics_game		Flex						Flex, Flex 4, Flash Builder 4, FXG, refactoring, game	article		novalue	25 January 2010	Hello! Flex 4 book excerpt: FXG and MXML graphics\xe2\x80\x94Building a game			true	1	1	Hong Qiu	Flex	true	1		devnet	false	Learn about the full designer-developer workflow from design tools such as Illustrator to developer tools such as Flash Builder 4.	Hello! Flex 4 book excerpt: FXG and MXML graphics\xe2\x80\x94building a game		noodp					true	25 January 2010		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex4_graphics_game.html		accordion,dropdown	Peter Armstrong		25 January 2010	true	3	Learn about the full designer-developer workflow from design tools such as Illustrator to developer tools such as Flash Builder 4.	Adobe Developer Connection		Hello! Flex 4 book excerpt: FXG and MXML graphics\xe2\x80\x94Building a game | Adobe Developer Connection	main	
580	8 March 2010	en_us	flex4_skinning		Flex						Flex 4, FXG, Skinning, Skins	article		novalue	6 July 2009	Introducing skinning in Flex 4			true	5	1	Jack Wilber	Flex	true	1		devnet	false	Learn how to skin components with the skinning architecture in Flex 4.	Introducing skinning in Flex 4		noodp					true	6 July 2009		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex4_skinning.html		accordion,dropdown	Ryan Frishberg		6 July 2009	true	3	Learn how to skin components with the skinning architecture in Flex 4.	Adobe Developer Connection		Introducing skinning in Flex 4 | Adobe Developer Connection	main	
581	17 November 2008	en_us	flex4_sneakpeek		Flex						Flex, Flex 4, Flex SDK, Thermo	article		novalue	17 November 2008	Flex 4 sneak peek			true	1	1	Hong Qiu	Flex	true	1		devnet	false		Flex 4 sneak peek		noodp					true	17 November 2008		en-us			All	www.adobe.com/devnet/flex/articles/flex4_sneakpeek.html		accordion,dropdown	Ryan Stewart		17 November 2008	true	0	In this tech talk, get an idea of what Flex 4 may feature, including support for XFG and Thermo.	Adobe Developer Connection		Flex 4 sneak peek | Adobe Developer Connection	main	
582	22 March 2010	en_us	flex4_sparkinc_sample		Flash Builder										18 Jan 2010	Flex 4 sample application: Spark Intranet Sample App			true	5	1	Jack Wilber	Flash Builder	true	1		 Flex, Spark Intranet Sample App, Spark, Flash Builder 4, ColdFusion	false	Learn more about the new features in Flex 4 and Flash Builder 4 by walking through an intranet application.	 Flex 4 sample application: Spark Intranet Sample App		noodp					true	22 March 2010		en-us			Intermediate	www.adobe.com/devnet/flex/articles/flex4_sparkinc_sample.html		accordion,dropdown	David Flatley		18 Jan 2010	true	3	Learn more about the new features in Flex 4 and Flash Builder 4 by walking through an intranet application.	Adobe Developer Connection		Flex 4 sample application: Spark Intranet Sample App | Adobe Developer Connection	main	
